make,model,price,fuel,year,kms,power,doors,shift,color,province,model_id,id
DS,DS 3 Crossback,24699,Diesel,2020,4,100,5,Manual,Gris,Pais Vasco,206,12313
DS,DS 3 Crossback,33499,Diesel,2020,2,131,5,Automatico,Blanco,Pais Vasco,206,12314
DS,DS 3 Crossback,28891,Diesel,2020,1,100,5,Manual,Gris,Cataluña,206,12315
DS,DS 3 Crossback,32499,Diesel,2020,4,131,5,Automatico,Gris,Pais Vasco,206,12316
DS,DS 3 Crossback,27500,Gasolina,2019,21000,130,5,Manual,Azul,Pais Vasco,206,12317
DS,DS 3 Crossback,23100,Gasolina,2019,15000,130,5,Automatico,Amarillo,Islas Baleares,206,12318
DS,DS 3 Crossback,26499,Gasolina,2019,3400,130,5,Automatico,Negro,Pais Vasco,206,12319
DS,DS 3 Crossback,21500,Diesel,2019,20500,100,5,Manual,Rojo,Islas Baleares,206,12320
DS,DS 3 Crossback,28990,Gasolina,2019,10068,130,5,Automatico,Azul,Aragon,206,12321
DS,DS 3 Crossback,32310,Gasolina,2019,303,130,5,Automatico,Azul,Andalucia,206,12322
DS,DS 3 Crossback,38400,Electrico,2019,4,136,5,Automatico,Negro,Pais Vasco,206,12323
DS,DS 3 Crossback,23290,Gasolina,2019,1,130,5,Automatico,Negro,Madrid,206,12324
DS,DS 3 Crossback,26990,Diesel,2019,1200,131,5,Automatico,Gris,Madrid,206,12325
DS,DS 3 Crossback,18900,Gasolina,2019,8000,100,5,Manual,Blanco,Cataluña,206,12326
DS,DS 3 Crossback E-Tense,38102,Electrico,2021,1,136,5,Automatico,Gris,Cataluña,207,12327
DS,DS 3 Crossback E-Tense,40500,Electrico,2020,5,136,5,Automatico,Gris,Andalucia,207,12328
DS,DS 3 Crossback E-Tense,35700,Electrico,2020,1120,136,5,Automatico,Gris,Cataluña,207,12329
DS,DS 3 Crossback E-Tense,39835,Electrico,2020,1,136,5,Automatico,Azul,Madrid,207,12330
DS,DS 3 Crossback E-Tense,34990,Electrico,2020,5,136,5,Automatico,Blanco,Madrid,207,12331
DS,DS 3 Crossback E-Tense,41250,Electrico,2020,1,136,5,Automatico,Blanco,Madrid,207,12332
DS,DS 4,16500,Diesel,2018,61028,100,5,Manual,Blanco,Aragon,208,12333
DS,DS 4,14000,Diesel,2018,31000,100,5,Manual,Blanco,Andalucia,208,12334
DS,DS 4,16500,Diesel,2017,37376,120,5,Manual,Azul,Extremadura,208,12335
DS,DS 4,11500,Diesel,2017,83681,100,5,Manual,Negro,Andalucia,208,12336
DS,DS 4,11500,Diesel,2017,83681,100,5,Manual,Negro,Andalucia,208,12337
DS,DS 4,15000,Diesel,2017,25000,120,5,Manual,Blanco,Madrid,208,12338
DS,DS 4,14130,Diesel,2017,29667,120,5,Manual,Blanco,Valencia,208,12339
DS,DS 4,16200,Gasolina,2017,38405,131,5,Manual,Negro,Pais Vasco,208,12340
DS,DS 4,14130,Diesel,2017,29667,120,5,Manual,Blanco,Andalucia,208,12341
DS,DS 4,14130,Diesel,2017,29667,120,5,Manual,Blanco,Aragon,208,12342
DS,DS 4,14600,Diesel,2016,42124,150,5,Manual,Azul,Cataluña,208,12343
DS,DS 4,12990,Diesel,2016,91000,120,5,Manual,Gris,Valencia,208,12344
DS,DS 4,12990,Diesel,2016,91000,150,5,Manual,Gris,Andalucia,208,12345
DS,DS 4,14900,Diesel,2016,59870,120,5,Manual,Blanco,Murcia,208,12346
DS,DS 4,12900,Gasolina,2016,80292,131,5,Manual,Negro,Andalucia,208,12347
DS,DS 4,12990,Diesel,2016,91000,150,5,Manual,Gris,Cataluña,208,12348
DS,DS 4,13600,Gasolina,2016,55532,131,5,Manual,Marron,Valencia,208,12349
DS,DS 4,12890,Gasolina,2016,59351,131,5,Manual,Negro,Madrid,208,12350
DS,DS 4,12990,Diesel,2016,91000,150,5,Manual,Gris,Andalucia,208,12351
DS,DS 4,12490,Diesel,2015,106104,120,5,Manual,Negro,Madrid,208,12352
DS,DS 4,8900,Diesel,2015,122903,114,5,Manual,Blanco,Cataluña,208,12353
DS,DS 4,17000,Diesel,2015,55157,180,5,Automatico,Gris,Murcia,208,12354
DS,DS 4 Crossback,16100,Gasolina,2018,36975,131,5,Manual,Blanco,Cataluña,209,12355
DS,DS 4 Crossback,17900,Gasolina,2018,41000,165,5,Automatico,Blanco,Madrid,209,12356
DS,DS 4 Crossback,18900,Diesel,2018,19959,120,5,Manual,Gris,Pais Vasco,209,12357
DS,DS 4 Crossback,18990,Diesel,2017,34454,181,5,Automatico,Naranja,Madrid,209,12358
DS,DS 4 Crossback,17500,Diesel,2016,69086,180,5,Automatico,Naranja,Madrid,209,12359
DS,DS 4 Crossback,14990,Diesel,2016,79000,120,5,Manual,Naranja,Madrid,209,12360
DS,DS 4 Crossback,15990,Gasolina,2016,64378,131,5,Manual,Naranja,Madrid,209,12361
DS,DS 4 Crossback,17500,Diesel,2016,69086,180,5,Automatico,Naranja,Pais Vasco,209,12362
DS,DS 5,19500,Diesel,2018,35564,120,5,Manual,Blanco,Extremadura,210,12363
DS,DS 5,19400,Diesel,2018,86355,181,5,Automatico,Gris,Extremadura,210,12364
DS,DS 5,21900,Diesel,2018,47718,181,5,Automatico,Blanco,Extremadura,210,12365
DS,DS 5,19900,Diesel,2018,80064,181,5,Automatico,Blanco,Cataluña,210,12366
DS,DS 5,17690,Diesel,2017,31642,181,5,Automatico,Negro,Castilla La Mancha,210,12367
DS,DS 5,23810,Diesel,2017,29800,150,5,Manual,Gris,Madrid,210,12368
DS,DS 5,19700,Hibrido,2017,55802,200,5,Automatico,Gris,La Rioja,210,12369
DS,DS 5,16990,Diesel,2017,72437,150,5,Manual,Negro,Castilla y Leon,210,12370
DS,DS 5,19990,Diesel,2017,34000,181,5,Automatico,Blanco,Galicia,210,12371
DS,DS 5,13990,Diesel,2016,103707,120,5,Manual,Violeta,Madrid,210,12372
DS,DS 5,13990,Diesel,2016,125000,120,5,Manual,Negro,Cataluña,210,12373
DS,DS 5,14499,Diesel,2016,99282,150,5,Manual,Gris,Andalucia,210,12374
DS,DS 5,12990,Diesel,2016,143553,120,5,Manual,Blanco,Madrid,210,12375
DS,DS 5,13900,Diesel,2016,98000,181,5,Automatico,Blanco,Madrid,210,12376
DS,DS 5,18970,Diesel,2016,80480,150,5,Manual,Negro,Valencia,210,12377
DS,DS 5,14499,Diesel,2016,99282,150,5,Manual,Gris,Madrid,210,12378
DS,DS 5,14790,Diesel,2015,111900,150,5,Manual,Blanco,Madrid,210,12379
DS,DS 5,14950,Diesel,2015,66000,163,5,Manual,Blanco,Cataluña,210,12380
DS,DS 5,15000,Diesel,2015,150000,181,5,Automatico,Azul,Cataluña,210,12381
DS,DS 5,14500,Diesel,2015,87954,120,5,Automatico,Blanco,Castilla y Leon,210,12382
DS,DS 7 Crossback,32999,Gasolina,2020,4535,180,5,Automatico,Gris,Pais Vasco,211,12383
DS,DS 7 Crossback,34900,Gasolina,2020,16000,180,5,Automatico,Negro,Murcia,211,12384
DS,DS 7 Crossback,38899,Gasolina,2020,4,180,5,Automatico,Rojo,Pais Vasco,211,12385
DS,DS 7 Crossback,41300,Diesel,2020,1,180,5,Automatico,Blanco,Madrid,211,12386
DS,DS 7 Crossback,40790,Diesel,2020,9,180,5,Automatico,Negro,Pais Vasco,211,12387
DS,DS 7 Crossback,43395,Diesel,2020,1,180,5,Automatico,Negro,Madrid,211,12388
DS,DS 7 Crossback,45795,Gasolina,2020,2,180,5,Automatico,Negro,Pais Vasco,211,12389
DS,DS 7 Crossback,36300,Diesel,2020,9166,180,5,Automatico,Blanco,Madrid,211,12390
DS,DS 7 Crossback,45086,Diesel,2020,0,180,5,Automatico,Marron,Pais Vasco,211,12391
DS,DS 7 Crossback,33900,Diesel,2020,10000,180,5,Automatico,Gris,Valencia,211,12392
DS,DS 7 Crossback,37899,Diesel,2019,28,180,5,Automatico,Negro,Pais Vasco,211,12393
DS,DS 7 Crossback,29990,Gasolina,2019,3000,130,5,Manual,Blanco,Madrid,211,12394
DS,DS 7 Crossback,27800,Diesel,2019,33971,130,5,Manual,Blanco,Extremadura,211,12395
DS,DS 7 Crossback,37900,Gasolina,2019,12750,225,5,Automatico,Gris,Valencia,211,12396
DS,DS 7 Crossback,27800,Diesel,2019,33971,130,5,Manual,Blanco,Madrid,211,12397
DS,DS 7 Crossback,30990,Gasolina,2019,28483,180,5,Automatico,Negro,Cataluña,211,12398
DS,DS 7 Crossback,27490,Diesel,2019,32990,130,5,Manual,Negro,Andalucia,211,12399
DS,DS 7 Crossback,35900,Gasolina,2019,29000,180,5,Automatico,Negro,Castilla y Leon,211,12400
DS,DS 7 Crossback,32999,Gasolina,2019,19038,180,5,Automatico,Gris,Pais Vasco,211,12401
DS,DS 7 Crossback,32999,Diesel,2019,2,130,5,Manual,Rojo,Pais Vasco,211,12402
DS,DS 7 Crossback,29000,Diesel,2018,44000,180,5,Automatico,Negro,Andalucia,211,12403
DS,DS 7 Crossback,35900,Diesel,2018,30000,180,5,Automatico,Gris,Galicia,211,12404
DS,DS 7 Crossback,27900,Diesel,2018,36111,130,5,Manual,Gris,Galicia,211,12405
DS,DS 7 Crossback,43900,Gasolina,2018,17720,180,5,Automatico,Negro,Cataluña,211,12406
DS,DS 7 Crossback,30400,Diesel,2018,37192,180,5,Automatico,Negro,Galicia,211,12407
DS,DS 7 Crossback,23500,Diesel,2018,37500,130,5,Manual,Negro,Galicia,211,12408
DS,DS 7 Crossback,26900,Diesel,2018,41299,130,5,Manual,Rojo,Andalucia,211,12409
DS,DS 7 Crossback,35000,Diesel,2018,53225,180,5,Automatico,Negro,Andalucia,211,12410
DS,DS 7 Crossback E-Tense,59828,Hibrido enchufable,2020,2,300,5,Automatico,Blanco,Pais Vasco,212,12411
DS,DS 7 Crossback E-Tense,50990,Hibrido enchufable,2020,1,300,5,Automatico,Gris,Madrid,212,12412
DS,DS 7 Crossback E-Tense,44400,Hibrido enchufable,2020,7500,300,5,Automatico,Beige,Valencia,212,12413
DS,DS 7 Crossback E-Tense,49990,Hibrido enchufable,2020,28,300,5,Automatico,Rojo,Madrid,212,12414
DS,DS 7 Crossback E-Tense,57999,Hibrido enchufable,2020,5,300,5,Automatico,Negro,Pais Vasco,212,12415
DS,DS 7 Crossback E-Tense,46950,Hibrido enchufable,2019,5,300,5,Automatico,Gris,Pais Vasco,212,12416
DS,DS 7 Crossback E-Tense,46950,Hibrido enchufable,2019,4,300,5,Automatico,Negro,Pais Vasco,212,12417
DS,DS 9,50155,Gasolina,2020,1,225,4,Automatico,Blanco,Pais Vasco,213,12418
FERRARI,355,99500,Gasolina,1996,42199,380,2,Manual,Rojo,Castilla La Mancha,214,12419
FERRARI,360,69000,Gasolina,1999,35000,400,2,Automatico,Rojo,Valencia,215,12420
FERRARI,458,239000,Gasolina,2014,45108,605,2,Automatico,Rojo,Madrid,216,12421
FERRARI,458,199900,Gasolina,2013,29900,570,2,Automatico,Blanco,Castilla y Leon,216,12422
FERRARI,488,285900,Gasolina,2020,1000,720,2,Automatico,Gris,Cataluña,217,12423
FERRARI,488,235000,Gasolina,2019,11000,670,2,Automatico,Negro,Madrid,217,12424
FERRARI,488,209900,Gasolina,2018,21000,670,2,Automatico,Azul,Cataluña,217,12425
FERRARI,488,179900,Gasolina,2017,29000,670,2,Automatico,Rojo,Madrid,217,12426
FERRARI,488,279000,Gasolina,2017,140,670,2,Automatico,Rojo,Madrid,217,12427
FERRARI,488,210000,Gasolina,2016,10500,670,2,Automatico,Negro,Madrid,217,12428
FERRARI,488,226900,Gasolina,2016,13900,670,2,Automatico,Negro,Galicia,217,12429
FERRARI,488,184000,Gasolina,2016,22500,670,2,Manual,Rojo,Madrid,217,12430
FERRARI,599,89500,Gasolina,2007,75000,620,2,Automatico,Negro,Cataluña,218,12431
FERRARI,812,355000,Gasolina,2020,1800,800,3,Automatico,Rojo,Andalucia,219,12432
FERRARI,812,305400,Gasolina,2019,24000,800,3,Automatico,Rojo,Valencia,219,12433
FERRARI,California,159900,Gasolina,2016,31750,560,2,Automatico,Rojo,Cataluña,220,12434
FERRARI,California,123900,Gasolina,2016,62000,560,2,Automatico,Blanco,Andalucia,220,12435
FERRARI,California,144900,Gasolina,2016,13483,560,2,Automatico,Negro,Cataluña,220,12436
FERRARI,California,157000,Gasolina,2015,23200,560,2,Automatico,Blanco,Andalucia,220,12437
FERRARI,California,119900,Gasolina,2013,29560,490,2,Automatico,Rojo,Andalucia,220,12438
FERRARI,California,79990,Gasolina,2010,88000,460,2,Automatico,Rojo,Valencia,220,12439
FERRARI,California,119900,Gasolina,2010,63500,460,2,Automatico,Blanco,Andalucia,220,12440
FERRARI,California,89000,Gasolina,2010,81000,460,2,Automatico,Blanco,Valencia,220,12441
FERRARI,California,83990,Gasolina,2009,119999,460,2,Automatico,Rojo,Andalucia,220,12442
FERRARI,F355,64900,Gasolina,2000,77500,380,2,Automatico,Rojo,Cataluña,221,12443
FERRARI,F355,69800,Gasolina,1998,70000,380,2,Automatico,Rojo,Madrid,221,12444
FERRARI,F430,151250,Gasolina,2008,50800,510,2,Automatico,Rojo,Madrid,222,12445
FERRARI,F430,95900,Gasolina,2005,14000,490,2,Automatico,Rojo,Cataluña,222,12446
FERRARI,FF,145000,Gasolina,2016,29800,660,3,Automatico,Negro,Pais Vasco,223,12447
FERRARI,GTC4,249900,Gasolina,2019,5900,610,3,Automatico,Blanco,Cataluña,224,12448
FERRARI,Mondial,38900,Gasolina,1988,106000,270,2,Manual,Rojo,Valencia,225,12449
FIAT,124 Spider,24990,Gasolina,2018,750,140,2,Manual,Gris,Aragon,226,12450
FIAT,124 Spider,17950,Gasolina,2017,23000,140,2,Manual,Rojo,Canarias,226,12451
FIAT,500,31330,Electrico,2021,0,118,3,Automatico,Blanco,Pais Vasco,227,12452
FIAT,500,34700,Electrico,2021,0,118,3,Automatico,Rojo,Castilla y Leon,227,12453
FIAT,500,35900,Electrico,2020,10,118,3,Automatico,Rosa,Cataluña,227,12454
FIAT,500,11990,Gasolina,2020,2085,69,3,Manual,Negro,Galicia,227,12455
FIAT,500,16750,Gasolina,2020,1,70,3,Manual,Blanco,Valencia,227,12456
FIAT,500,12100,Gasolina,2020,300,70,3,Manual,Gris,Madrid,227,12457
FIAT,500,12500,Gasolina,2020,7749,69,3,Automatico,Negro,Andalucia,227,12458
FIAT,500,12999,Gasolina,2020,9300,69,3,Automatico,Negro,Andalucia,227,12459
FIAT,500,14490,Gas licuado,2020,1,69,3,Manual,Blanco,Aragon,227,12460
FIAT,500,17900,Gasolina,2020,0,69,3,Manual,Blanco,Pais Vasco,227,12461
FIAT,500,16240,Hibrido,2020,1,70,3,Manual,Granate,Madrid,227,12462
FIAT,500,14500,Hibrido,2020,6,70,3,Manual,Blanco,Cataluña,227,12463
FIAT,500,10950,Gasolina,2020,10141,69,3,Manual,Blanco,Valencia,227,12464
FIAT,500,15000,Hibrido,2020,10,70,3,Manual,Verde,Murcia,227,12465
FIAT,500,13500,Gasolina,2020,10,70,3,Manual,Rojo,Cataluña,227,12466
FIAT,500,12400,Gasolina,2020,9990,69,3,Automatico,Granate,Madrid,227,12467
FIAT,500,14390,Gasolina,2020,300,70,3,Manual,Gris,Madrid,227,12468
FIAT,500,13950,Hibrido,2020,1200,70,3,Manual,Negro,Castilla y Leon,227,12469
FIAT,500,12995,Hibrido,2020,4799,70,3,Manual,Rojo,Andalucia,227,12470
FIAT,500,30900,Electrico,2020,1000,118,3,Automatico,Azul,Cataluña,227,12471
FIAT,500,14300,Gasolina,2020,300,70,3,Manual,Granate,Madrid,227,12472
FIAT,500,13990,Gas licuado,2020,10,69,3,Manual,Blanco,Castilla La Mancha,227,12473
FIAT,500,12200,Gasolina,2020,0,69,3,Automatico,Negro,Valencia,227,12474
FIAT,500,33500,Electrico,2020,5,118,3,Automatico,Gris,Madrid,227,12475
FIAT,500,17200,Hibrido,2020,1,70,3,Manual,Verde,Pais Vasco,227,12476
FIAT,500,12995,Gasolina,2020,176,69,3,Automatico,Gris,Andalucia,227,12477
FIAT,500,12500,Gasolina,2020,3,69,3,Manual,Negro,Valencia,227,12478
FIAT,500,14390,Gasolina,2020,300,70,3,Manual,Negro,Madrid,227,12479
FIAT,500,17500,Hibrido,2020,0,70,3,Automatico,Blanco,Cataluña,227,12480
FIAT,500,13600,Hibrido,2020,3000,70,3,Manual,Gris,Andalucia,227,12481
FIAT,500,12995,Gasolina,2020,3384,69,3,Automatico,Gris,Andalucia,227,12482
FIAT,500,14700,Hibrido,2020,1,70,3,Manual,Negro,Madrid,227,12483
FIAT,500,14900,Gas licuado,2020,1,69,3,Manual,Blanco,Andalucia,227,12484
FIAT,500,12800,Gasolina,2020,5,69,3,Manual,Negro,Castilla y Leon,227,12485
FIAT,500,11990,Gasolina,2020,705,69,3,Manual,Gris,Galicia,227,12486
FIAT,500,16400,Hibrido,2020,1,70,3,Manual,Verde,Castilla y Leon,227,12487
FIAT,500,12900,Gasolina,2020,10491,69,3,Manual,Rojo,Andalucia,227,12488
FIAT,500,12500,Gasolina,2020,7171,69,3,Automatico,Rojo,Andalucia,227,12489
FIAT,500,12500,Gasolina,2020,9891,69,3,Automatico,Negro,Andalucia,227,12490
FIAT,500,12900,Hibrido,2020,350,70,3,Manual,Blanco,Cataluña,227,12491
FIAT,500,12200,Gasolina,2020,11,78,3,Manual,Blanco,Valencia,227,12492
FIAT,500,12500,Gasolina,2020,8895,69,3,Automatico,Negro,Andalucia,227,12493
FIAT,500,12790,Hibrido,2020,2208,70,3,Manual,Gris,Andalucia,227,12494
FIAT,500,14990,Hibrido,2020,10,70,3,Manual,Blanco,Castilla La Mancha,227,12495
FIAT,500,9795,Gasolina,2019,20929,69,3,Manual,Azul,Valencia,227,12496
FIAT,500,11500,Gasolina,2019,28116,69,3,Manual,Gris,Cataluña,227,12497
FIAT,500,9400,Gasolina,2019,31037,69,3,Manual,Blanco,Valencia,227,12498
FIAT,500,9600,Gasolina,2019,29016,69,3,Manual,Blanco,Islas Baleares,227,12499
FIAT,500,10400,Gasolina,2019,30686,69,3,Manual,Negro,Madrid,227,12500
FIAT,500,10500,Gasolina,2019,19600,69,3,Manual,Rojo,Valencia,227,12501
FIAT,500,9990,Gasolina,2019,34400,69,3,Manual,Gris,Madrid,227,12502
FIAT,500,10300,Gasolina,2019,23000,69,3,Manual,Verde,Galicia,227,12503
FIAT,500,10500,Gasolina,2019,30084,69,3,Manual,Gris,Andalucia,227,12504
FIAT,500,10690,Gasolina,2019,19551,69,3,Manual,Azul,Madrid,227,12505
FIAT,500,10850,Gasolina,2019,30355,69,3,Manual,Negro,Cataluña,227,12506
FIAT,500,10600,Gasolina,2019,11738,69,3,Manual,Rojo,Asturias,227,12507
FIAT,500,11500,Gas licuado,2019,9247,69,3,Manual,Blanco,Madrid,227,12508
FIAT,500,10000,Gasolina,2019,31115,69,3,Manual,Beige,Valencia,227,12509
FIAT,500,10600,Gasolina,2019,32317,69,3,Manual,Gris,Asturias,227,12510
FIAT,500,9990,Gasolina,2019,19000,69,3,Manual,Blanco,Canarias,227,12511
FIAT,500,9490,Gasolina,2019,13525,69,3,Manual,Granate,Cataluña,227,12512
FIAT,500,10500,Gasolina,2019,35831,69,3,Manual,Gris,Cataluña,227,12513
FIAT,500,10500,Gasolina,2019,21890,69,3,Automatico,Rojo,Galicia,227,12514
FIAT,500,12900,Gasolina,2019,14000,69,3,Manual,Blanco,Pais Vasco,227,12515
FIAT,500,10800,Gasolina,2019,18000,69,3,Manual,Blanco,Cataluña,227,12516
FIAT,500,9990,Gasolina,2019,19000,69,3,Manual,Rojo,Canarias,227,12517
FIAT,500,10990,Gasolina,2019,26560,69,3,Manual,Rojo,Aragon,227,12518
FIAT,500,8900,Gasolina,2019,29000,69,3,Manual,Blanco,Cataluña,227,12519
FIAT,500,9990,Gasolina,2019,19000,69,3,Manual,Azul,Canarias,227,12520
FIAT,500,10500,Gasolina,2019,21145,69,3,Manual,Blanco,Valencia,227,12521
FIAT,500,11450,Gas licuado,2019,9000,69,3,Manual,Blanco,Madrid,227,12522
FIAT,500,9500,Gasolina,2019,32000,69,3,Manual,Blanco,Galicia,227,12523
FIAT,500,10990,Gas licuado,2019,28000,69,3,Manual,Blanco,Valencia,227,12524
FIAT,500,10000,Gasolina,2019,12500,69,3,Manual,Rojo,Valencia,227,12525
FIAT,500,10250,Gasolina,2019,18000,69,3,Manual,Azul,Canarias,227,12526
FIAT,500,10600,Gasolina,2019,20040,69,3,Manual,Gris,Andalucia,227,12527
FIAT,500,10500,Gasolina,2019,11415,85,3,Manual,Blanco,Asturias,227,12528
FIAT,500,10990,Gasolina,2019,35256,69,3,Manual,Negro,Galicia,227,12529
FIAT,500,9750,Gasolina,2019,20644,69,3,Manual,Rojo,Murcia,227,12530
FIAT,500,10800,Gasolina,2019,9800,69,3,Manual,Blanco,Madrid,227,12531
FIAT,500,10600,Gasolina,2019,32541,69,3,Manual,Gris,Asturias,227,12532
FIAT,500,10600,Gasolina,2019,27000,69,3,Manual,Gris,Andalucia,227,12533
FIAT,500,9600,Gasolina,2019,16065,69,3,Manual,Blanco,Valencia,227,12534
FIAT,500,10900,Gasolina,2019,18300,69,3,Manual,Verde,Andalucia,227,12535
FIAT,500,10900,Gasolina,2019,46229,69,3,Automatico,Rojo,Andalucia,227,12536
FIAT,500,10880,Gasolina,2019,32243,69,3,Manual,Negro,Andalucia,227,12537
FIAT,500,10500,Gasolina,2019,29654,69,3,Manual,Gris,Andalucia,227,12538
FIAT,500,10990,Gasolina,2019,15615,69,3,Manual,Gris,Andalucia,227,12539
FIAT,500,10000,Gasolina,2019,31640,69,3,Manual,Negro,Valencia,227,12540
FIAT,500,9600,Gasolina,2019,10580,69,3,Manual,Blanco,Islas Baleares,227,12541
FIAT,500,10500,Gasolina,2019,20000,69,3,Manual,Negro,Cataluña,227,12542
FIAT,500,12690,Gas licuado,2019,31053,69,3,Manual,Gris,Andalucia,227,12543
FIAT,500,11500,Gasolina,2019,23550,69,3,Automatico,Rojo,Andalucia,227,12544
FIAT,500,9600,Gasolina,2019,29000,69,3,Manual,Blanco,Galicia,227,12545
FIAT,500,10300,Gasolina,2019,23100,69,3,Manual,Azul,Galicia,227,12546
FIAT,500,9490,Gasolina,2019,32900,73,3,Manual,Blanco,Valencia,227,12547
FIAT,500,10990,Gasolina,2019,22900,69,3,Manual,Blanco,Cataluña,227,12548
FIAT,500,9650,Gasolina,2019,18100,69,3,Manual,Azul,Canarias,227,12549
FIAT,500,9900,Gasolina,2019,30744,69,3,Manual,Blanco,Andalucia,227,12550
FIAT,500,8480,Gasolina,2019,30000,69,3,Manual,Azul,Canarias,227,12551
FIAT,500,9600,Gasolina,2019,17289,69,3,Manual,Negro,Cataluña,227,12552
FIAT,500,9990,Gasolina,2019,29000,69,3,Manual,Gris,Pais Vasco,227,12553
FIAT,500,11150,Gasolina,2019,8879,69,3,Automatico,Rojo,Andalucia,227,12554
FIAT,500,10250,Gasolina,2019,11069,85,3,Manual,Rojo,Pais Vasco,227,12555
FIAT,500,11900,Gasolina,2019,24783,69,3,Manual,Azul,Andalucia,227,12556
FIAT,500,10500,Gasolina,2019,14000,69,3,Manual,Beige,Andalucia,227,12557
FIAT,500,8480,Gasolina,2019,29000,69,3,Manual,Granate,Canarias,227,12558
FIAT,500,10500,Gasolina,2019,19100,69,3,Manual,Rojo,Valencia,227,12559
FIAT,500,9450,Gasolina,2019,21900,72,3,Manual,Blanco,Valencia,227,12560
FIAT,500,9950,Gasolina,2019,20000,69,3,Manual,Verde,Cataluña,227,12561
FIAT,500,9790,Gasolina,2019,30740,69,3,Manual,Azul,Andalucia,227,12562
FIAT,500,10250,Gasolina,2019,20891,69,3,Manual,Blanco,Andalucia,227,12563
FIAT,500,10500,Gasolina,2019,15397,69,3,Manual,Rojo,Aragon,227,12564
FIAT,500,10250,Gasolina,2019,18749,85,3,Manual,Gris,Islas Baleares,227,12565
FIAT,500,10990,Gasolina,2019,12116,69,3,Manual,Gris,Cataluña,227,12566
FIAT,500,10600,Gasolina,2019,34350,69,3,Manual,Gris,Asturias,227,12567
FIAT,500,9790,Gasolina,2019,26688,69,3,Manual,Blanco,Madrid,227,12568
FIAT,500,9990,Gasolina,2019,19000,69,3,Manual,Gris,Canarias,227,12569
FIAT,500,11400,Gasolina,2019,32218,69,3,Manual,Azul,Andalucia,227,12570
FIAT,500,11490,Gasolina,2019,26000,69,3,Manual,Granate,Valencia,227,12571
FIAT,500,9490,Gasolina,2019,14618,69,3,Manual,Blanco,Cataluña,227,12572
FIAT,500,9490,Gasolina,2019,20900,70,3,Manual,Blanco,Valencia,227,12573
FIAT,500,8499,Gasolina,2019,29000,69,3,Manual,Granate,Canarias,227,12574
FIAT,500,10900,Gasolina,2019,13000,69,3,Manual,Azul,Valencia,227,12575
FIAT,500,10990,Gasolina,2019,22900,69,3,Manual,Blanco,Valencia,227,12576
FIAT,500,10600,Gasolina,2019,19000,69,3,Manual,Blanco,Aragon,227,12577
FIAT,500,11140,Gasolina,2019,10932,69,3,Manual,Gris,Valencia,227,12578
FIAT,500,10000,Gasolina,2019,11500,69,3,Manual,Blanco,Madrid,227,12579
FIAT,500,9500,Gasolina,2018,30000,69,3,Manual,Blanco,Cataluña,227,12580
FIAT,500,8200,Gasolina,2018,56168,75,3,Manual,Blanco,Valencia,227,12581
FIAT,500,8995,Gasolina,2018,35000,69,3,Manual,Blanco,Cataluña,227,12582
FIAT,500,9300,Gasolina,2018,38000,69,3,Manual,Gris,Valencia,227,12583
FIAT,500,10880,Gasolina,2018,56155,69,3,Manual,Azul,Andalucia,227,12584
FIAT,500,8900,Gasolina,2018,20048,69,3,Manual,Blanco,Canarias,227,12585
FIAT,500,8650,Gasolina,2018,29828,69,3,Manual,Gris,Valencia,227,12586
FIAT,500,9950,Gasolina,2018,35600,69,3,Manual,Blanco,Galicia,227,12587
FIAT,500,8290,Gasolina,2018,64000,69,3,Manual,Blanco,Valencia,227,12588
FIAT,500,8990,Gasolina,2018,26222,69,3,Manual,Azul,Madrid,227,12589
FIAT,500,8300,Gasolina,2018,39800,72,3,Manual,Blanco,Valencia,227,12590
FIAT,500,8650,Gasolina,2018,37144,69,3,Manual,Blanco,Valencia,227,12591
FIAT,500,9985,Gasolina,2018,21276,69,3,Manual,Azul,Madrid,227,12592
FIAT,500,8600,Gasolina,2018,39604,69,3,Manual,Blanco,Valencia,227,12593
FIAT,500,9200,Gasolina,2018,23915,69,3,Manual,Gris,Andalucia,227,12594
FIAT,500,10000,Gasolina,2018,24684,69,3,Automatico,Gris,Andalucia,227,12595
FIAT,500,9500,Gasolina,2018,16500,69,3,Manual,Blanco,Extremadura,227,12596
FIAT,500,9999,Gasolina,2018,29000,69,3,Automatico,Blanco,Andalucia,227,12597
FIAT,500,9990,Gasolina,2018,22800,69,3,Manual,Granate,Cataluña,227,12598
FIAT,500,11400,Gasolina,2018,39591,69,3,Automatico,Azul,Cataluña,227,12599
FIAT,500,8900,Gasolina,2018,28000,69,3,Manual,Granate,Cataluña,227,12600
FIAT,500,9500,Gasolina,2018,39000,69,3,Manual,Verde,Valencia,227,12601
FIAT,500,11900,Gasolina,2018,9505,69,3,Manual,Blanco,Andalucia,227,12602
FIAT,500,10990,Gasolina,2018,62000,69,3,Manual,Negro,Galicia,227,12603
FIAT,500,9650,Gasolina,2018,20269,69,3,Automatico,Gris,Andalucia,227,12604
FIAT,500,9990,Gasolina,2018,40000,69,3,Manual,Gris,Cataluña,227,12605
FIAT,500,9000,Gasolina,2018,25275,69,3,Manual,Rojo,Valencia,227,12606
FIAT,500,8700,Gasolina,2018,28277,69,3,Manual,Azul,Madrid,227,12607
FIAT,500,7900,Gasolina,2018,40000,69,3,Manual,Negro,Madrid,227,12608
